id,name,theme,year,duration,tempo,album_id,spotify_url
1172,Maputo,Politics And Protest,0,456.61995,136.248,7055,https://open.spotify.com/track/3fNQb48Dia2HLg3Rn9iIFi
1173,Be Healthy,Heartbreak,2000,154.30485,94.905,7171,https://open.spotify.com/track/0qmQKSzoJlwdIF7G8MB8S4
1174,Mas Que Nada,People And Places,1985,267.20608,101.059,1665,https://open.spotify.com/track/7tecFl7avpFE5XM5NShDuC
1175,Water-liked,Heartbreak,0,226.7424,116.043,2659,https://open.spotify.com/track/6P5aQRuHdeQqqfFOU74JsB
1176,Alma De B-boy,People And Places,0,208.66567,120.064,937,https://open.spotify.com/track/45PD1shJcUVckmslQycpEL
1177,Jealous Again,People And Places,1980,136.14975,124.481,2211,https://open.spotify.com/track/0IlLVWoPDZMpa5dPAoc9wE
1178,À Mon Avis,Politics And Protest,0,431.93424,134.046,985,https://open.spotify.com/track/79reBHqpRoWXaQbjBBY3UC
1179,Energia,Heartbreak,0,238.00118,224.247,1580,https://open.spotify.com/track/7vVhQx1E7D4XdMXbr842bF
1180,Verde Bosque,People And Places,1994,355.29098,105.025,3139,https://open.spotify.com/track/0fZq7eIpfg7GHi9UOeRaaB
1181,There Alone Go I,Love,0,274.12853,107.412,1056,https://open.spotify.com/track/2jaN6NgXflZTj2z9CWcqaP
1182,Put You Back In The Jail,Politics And Protest,0,160.28689,180.137,6598,https://open.spotify.com/track/1oqDevQ9fQsArYxyKrOkpX
1183,The Girl From Ipanema (garota De Ipanema),Heartbreak,2006,192.41751,129.591,7960,https://open.spotify.com/track/2hzZoK3DH7HMp01mXq32VZ
1184,Secrets,Heartbreak,1996,241.89342,172.172,5181,https://open.spotify.com/track/6yL2kTsdVwYnGwPkKGtMd5
1185,Autumn Leaves (1999 Digital Remaster),Life And Death,0,171.4673,84.496,2654,https://open.spotify.com/track/27eOHLIdWzqzZawiRSEi9s
1186,She's Little And She's Low,Life And Death,1998,340.87138,164.387,1383,https://open.spotify.com/track/3lo9VcNjWH1kQLfy3uNXkI
1187,Stockholm Syndrome,Politics And Protest,0,296.95955,128.134,1931,https://open.spotify.com/track/7tZm5EwGpN3KeCt84dg6WC
1188,Maria De Santiago,Life And Death,2006,235.04934,126.191,1239,https://open.spotify.com/track/6aroZjeSrim0i2Uibx8xXv
1189,No Consolation,Politics And Protest,0,182.83057,74.601,7696,https://open.spotify.com/track/0AUf4uMjPl8VH5UjedCxcY
1190,Faith Healer (digital Single),Life And Death,0,248.18893,123.633,4278,https://open.spotify.com/track/0CF0MirkGOLixJmYM7TiJV
1191,I Heard Her Call My Name,Heartbreak,1968,276.68853,144.562,5629,https://open.spotify.com/track/0YEhCWvpro9aFECqS9u3oh
1192,Scotch And Soda,Politics And Protest,0,127.16363,80.167,8404,https://open.spotify.com/track/68LjY7hhtzOnDN3AbQtvmH
1193,T.v. & Movies,Love,0,420.49261,240.314,4530,https://open.spotify.com/track/6e8cdirArjR8skhCWIDLvW
1194,Ying Guang Hu Die,Life And Death,0,279.19628,94.276,2476,https://open.spotify.com/track/6C2PfemHQul77DVpnvuAIs
1195,On Ne Meurt Qu'une Fois,Life And Death,0,528.40444,112.752,359,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
1196,All My Loving,Love,0,187.95057,103.432,1027,https://open.spotify.com/track/0NMd3u8g96mtXCf61sWLQe
1197,Therapie,Heartbreak,0,64.62649,90.148,7255,https://open.spotify.com/track/5urIiYuVqdcRVbaM4tNq0j
1198,Nu Sheng Wo Zui Da (ot:that Thrill),Life And Death,0,220.15955,160.027,2607,https://open.spotify.com/track/2z34AUAlDL5ZVjZpCNqwD1
1199,The Loco-motion,Love,1962,145.162,129.781,1654,https://open.spotify.com/track/0ESqafzLEhQETavJrh8Ww7
1200,Chelsea Girl (live),People And Places,2004,308.45342,103.637,7276,https://open.spotify.com/track/0HnvNmrEzM0xJj1fwLVG1a
1201,Show You How,Love,2004,166.29506,82.909,270,https://open.spotify.com/track/1X20kICXe4IpZm7uJbHT7O
1202,Jetstream - Arthur Baker Remix,Heartbreak,2005,421.95546,122.484,6335,https://open.spotify.com/track/0sXoeBI4ew8V4NyO4gyT8a
1203,Child Of The Night,Life And Death,2006,217.20771,154.093,8041,https://open.spotify.com/track/4awpwf3TeFWOtLiswRbKfr
1204,Old Hobo,Politics And Protest,2003,234.78812,146.569,6328,https://open.spotify.com/track/51VBp0JHnMTFh6JvwPgk9Z
1205,I Just Need Your Lovin' - Original,Politics And Protest,0,192.26077,160.663,8321,https://open.spotify.com/track/4v1kxL4KYGyX2BDdoWOedR
1206,Here Comes Your Iceman (lp Version),People And Places,0,233.92608,88.109,559,https://open.spotify.com/track/1sIEUTs3HPZZaj9ctjEVfE
1207,Moon Loop (improvisation),Love,0,978.442,134.075,617,https://open.spotify.com/track/799TO35avbJ4lnYDBGhF4L
1208,He Has Risen (communication Album Version),Politics And Protest,0,171.75465,82.604,3714,https://open.spotify.com/track/3daDd8yhWLgeWyCeZp9eIj
1209,Heidi,Life And Death,0,151.19628,116.716,4914,https://open.spotify.com/track/5ZbjbgG08lqqpw43dPt1Fp
1210,Space Oddity (1997 Digital Remaster),Life And Death,0,313.70404,137.068,5234,https://open.spotify.com/track/7hm4HTk9encxT0LYC0J6oI
1211,Fearless [interlude] (explicit Album Version),Politics And Protest,0,34.42893,86.056,4076,https://open.spotify.com/track/74uza1GX3nL8lQOkYk174p
1212,After The Fire,Heartbreak,2007,116.1922,56.306,6200,https://open.spotify.com/track/321J3ZGdolo20CSPlgcR9v
1213,Tel Que Tu Es,People And Places,2006,189.70077,119.683,3762,https://open.spotify.com/track/4NzyM0AAmN2ucaBlTXbQQT
1214,Lord Of The Thighs,Life And Death,1974,425.03791,108.662,5730,https://open.spotify.com/track/3dYFLoq0T4fUltf8MXZjo4
1215,Non Conformist Acclaimed,Politics And Protest,0,371.06893,122.965,6465,https://open.spotify.com/track/093EX8opuhjCfFzrGOwXwj
1216,El Ventilador,People And Places,0,190.04036,122.91,4344,https://open.spotify.com/track/2eMh8ISgK9dylE51SJUixA
1217,Skyswimmer,Heartbreak,1999,399.882,85.399,1774,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
1218,If You Hang Around Long Enough,Party Songs,0,183.53587,174.268,7323,https://open.spotify.com/track/5Ika5mV983gfVMto1fWgbg
1219,Hotta,Politics And Protest,2006,190.71955,126.682,484,https://open.spotify.com/track/5DhmiXhgWfbw4KoCc03Glz
1220,Bari Bossa,Party Songs,2007,222.98077,157.95,4307,https://open.spotify.com/track/4ybDW0xfRBCPwsjwFOUzZW
1221,Jambalaya (on The Bayou),Life And Death,0,169.35138,99.435,7989,https://open.spotify.com/track/5BWTP13EzaPjUNwjxC97mb
1222,The Gary Selchie - Solas,People And Places,0,132.67546,105.218,5838,https://open.spotify.com/track/3Q76RJ43ot3GrOSW8tE2MQ
1223,La Valse Du Mariage,Life And Death,2003,123.24526,88.967,2122,https://open.spotify.com/track/5NIPsWpDjJTFBoPxCUUeXp
1224,Awakening Of The Soulless,Politics And Protest,0,245.02812,91.695,1035,https://open.spotify.com/track/3FQ26GroLnhQEja48FKYqT
1225,Mistadobalina,Politics And Protest,1991,257.69751,99.566,4263,https://open.spotify.com/track/7bw7HsTXDzUmLZYBcKFfKv
1226,Good Girl Gone Bad,Politics And Protest,2007,208.16934,128.077,7329,https://open.spotify.com/track/179mz4Lm2rsntThOKonSe2
1227,Dance_ Dance_ Dance  (album Version),People And Places,0,133.3024,152.729,3821,https://open.spotify.com/track/1u3DkNBdEG6NuHsQRxGGs7
1228,Signs Of Insanity,Party Songs,0,277.81179,133.005,409,https://open.spotify.com/track/7imzBhHn7KD6ag3letxmSt
1229,Perdido (1999 Digital Remaster),Politics And Protest,0,148.06159,178.716,2654,https://open.spotify.com/track/4MNm7OIhL6qQezTTgQm4tM
1230,State Of The Union,Life And Death,2004,139.17995,132.045,4668,https://open.spotify.com/track/4OSaOOeNTdJ9mL21dg5v7g
1231,A Little Bit Of This And A Little Bit Of That,Politics And Protest,1976,307.04281,157.582,619,https://open.spotify.com/track/6wbOjF2q8KA47hSJfCGAj4
1232,Your Head,Heartbreak,1995,200.75057,202.829,7438,https://open.spotify.com/track/04YCoK8SspDy9Gv52aUrz8
1233,Géraldine,People And Places,0,113.57995,110.5,176,https://open.spotify.com/track/7s0lDK7y3XLmI7tcsRAbW0
1234,Burma Train Change,Heartbreak,0,175.75138,85.765,5524,https://open.spotify.com/track/7LaqOApHAiVWy9t1xCqEru
1235,Buy You A Drink,Party Songs,0,236.56444,106.659,3416,https://open.spotify.com/track/6O7pihLJgeqxUnG7u9oYL2
1236,With A Little Help From My Friends,Politics And Protest,0,246.7522,79.428,7668,https://open.spotify.com/track/57ZXcBtCZXSg9TVV5xRdnR
1237,A La Naturaleza,Heartbreak,0,377.70404,124.186,4365,https://open.spotify.com/track/4902sigaZA0IflQ6FdWmtk
1238,Dimitroula,Politics And Protest,0,182.17751,120.103,5071,https://open.spotify.com/track/5U5KjKI1zudxGTv7WVODO6
1239,For Tomorrow (live),Love,0,404.06159,120.25,6448,https://open.spotify.com/track/0R5lidg5pZmQF2UtJMkKAq
1240,Clap Ur Handz,Heartbreak,2004,80.53506,104.783,1845,https://open.spotify.com/track/39hnH8WdPmNT3Q3yzwC9Rg
1241,Requiem Mass_ K. 626_ 1791: Agnus Dei (larghetto) (mozart),Politics And Protest,0,541.23057,109.051,8260,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8
1242,Gotta Let It Go,Politics And Protest,0,241.52771,121.968,3837,https://open.spotify.com/track/7qkvnV8FFr07G6eRzreVEk
1243,Paint It Black,Politics And Protest,1966,177.57995,146.913,815,https://open.spotify.com/track/5GDzpCJAhKjfzMEiXpYdhl
1244,The Matter With You (part I_ Ii_ Iii),Politics And Protest,2000,651.59791,86.589,1783,https://open.spotify.com/track/54rJ3ddRB5cpwOimUBEziB
1245,Don't Owe Me Nothin',Life And Death,0,142.86322,87.897,7037,https://open.spotify.com/track/40qlTLQE0d8SeI7vfjyRVV
1246,Lose Your Money,Love,2000,114.31138,221.858,1382,https://open.spotify.com/track/49YvgBinYEgrWlHrTzsBH1
1247,Diamonds Are A Girl's Best Friend,Politics And Protest,0,110.88934,100.296,5206,https://open.spotify.com/track/6jl01C724Mk68qlOQLco5I
1248,Say How I Feel,People And Places,2004,207.46404,117.973,4022,https://open.spotify.com/track/2ZPwksPdZwvpgkxuxcBdYu
1249,This Is My Country,Party Songs,1968,168.01914,103.088,7058,https://open.spotify.com/track/6b4lrQL1DmWQZSL8xzvHAS
1250,Cold In Hands Blues,People And Places,0,192.44363,79.912,1063,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
1251,Miss X (lp Version),Politics And Protest,1971,307.722,75.706,6931,https://open.spotify.com/track/2tS8db7yYcQnk20ivGLcb9
1252,Imparable,Heartbreak,0,222.92853,158.007,8033,https://open.spotify.com/track/63MRutmAXJwkxhMhPHoioS
1253,Les Amours De Nathalie,People And Places,1998,246.69995,172.061,1101,https://open.spotify.com/track/0w2LCwUFChKhlHBTAeMh13
1254,Bucket's Got A Hole In It,Politics And Protest,0,166.19057,158.455,7921,https://open.spotify.com/track/5cc35clrEjld4nW6GqlWxL
1255,Angels We Have Heard On High (album Version),Heartbreak,0,176.37832,119.711,5046,https://open.spotify.com/track/4gphxUgq0JSFv2BCLhNDiE
1256,Welcome To My World (live),Love,0,84.16608,155.05,1585,https://open.spotify.com/track/26lt8QKn5qFYP2ItjAIvrD
1257,We Have All The Time In The World (live),People And Places,0,235.36281,91.859,1720,https://open.spotify.com/track/3fR6HdcPn0VHjMBnbGvCQc
1258,Por La Calle Abajo,People And Places,2000,164.12689,158.479,703,https://open.spotify.com/track/4zx96Ym4om5Enn30Zuul0z
1259,Un Garcon Pas Comme Les Autres (ziggy),Party Songs,0,179.01669,80.999,8250,https://open.spotify.com/track/55y5mFwaV5YQAxOl4CtC8y
1260,Happy Valentine's Day,Life And Death,2003,323.10812,100.026,7487,https://open.spotify.com/track/7bGdwM0sbJK4nRDV43jTtp
1261,Just A Closer Walk With Thee,Politics And Protest,0,179.93098,100.018,3312,https://open.spotify.com/track/65mf8tIkooww6uBmtipfK0
1262,Second Hand Life,Life And Death,0,274.12853,106.896,6652,https://open.spotify.com/track/4JU1uJZmDZCAJYEZ8MpIjp
1263,Cherry Pie,Heartbreak,0,201.03791,177.152,3447,https://open.spotify.com/track/20jG7asWB3hR2Vv5CTEdAd
1264,Hipster Haircut,Heartbreak,0,120.16281,194.53,4233,https://open.spotify.com/track/6M8T6sKR02fUJPgWHxXuGS
1265,Round And Round,Life And Death,2001,107.83302,217.289,8336,https://open.spotify.com/track/3RVp88dvIId8FK4Sdkm3RP
1266,Up All Night - Remix,Politics And Protest,0,544.522,84.64,222,https://open.spotify.com/track/36MFe9msTO346PNw5iUyQ9
1267,Werther (1997 Digital Remaster)_ Premier Acte/act One/erstes Akt: Mon Âme A Reconnu Votre Âme(werther/charlotte),Heartbreak,0,55.40526,109.158,4065,https://open.spotify.com/track/489eKBqpZ3XiHoX93OwHF5
1268,See That Girl,Heartbreak,1965,190.14485,72.656,7977,https://open.spotify.com/track/5Em7MA991Gn3yhheaul0CX
1269,Water Is Alright In Tay,Party Songs,1993,113.78893,105.852,1565,https://open.spotify.com/track/6dzbQsxi1Jf6z2vTkA2lL7
1270,Genuine,Life And Death,1998,1400.37179,0,1949,https://open.spotify.com/track/3iLEicPV9vbSI9HjiH4gM2
1271,A New Heart,Heartbreak,2004,317.70077,110.1,5023,https://open.spotify.com/track/3cIT3oKXPV3kGIRN7MqUIL
1272,Wind In The Wire (album Version),Life And Death,1993,211.40853,95.655,8389,https://open.spotify.com/track/5e2JPe3UI1KIoJMg20bd9b
1273,Where Do I Fit,Politics And Protest,0,184.68526,156.028,2179,https://open.spotify.com/track/7xslaQmOHYvJqy6CEVVqkk
1274,Changed,Life And Death,0,314.14812,130.459,5881,https://open.spotify.com/track/28YiLQjVcTcVNTNfpZhmvR
1275,Amores Cobardes,Heartbreak,2008,234.63138,147.886,751,https://open.spotify.com/track/3M8pU4JwcKduPoGSlG842A
1276,Perca Peso,People And Places,2005,320.05179,173.652,7847,https://open.spotify.com/track/1HUqtueokjIkk3L6OyOipu
1277,Brown Girl,Politics And Protest,0,252.682,112.781,7779,https://open.spotify.com/track/6vmKqLqiQdBjUELccv1BHV
1278,Mornin' Glory,Party Songs,1968,183.11791,101.577,8215,https://open.spotify.com/track/3lec3CzDPAxsZokPph5w87
1279,La Copa Grande,Life And Death,0,189.57016,98.063,2848,https://open.spotify.com/track/18iSiFtrQ78wWLFJi4pCF7
1280,Ojitos Dormilones,Politics And Protest,0,204.66893,189.758,4188,https://open.spotify.com/track/5Cq1TrJXjkboJB36YzzDbR
1281,The Son Of Hickory Holler's Tramp,Heartbreak,1977,188.96934,174.785,5501,https://open.spotify.com/track/03cQTzGoSxR0XfeFTTHYrg
1282,Bad When U Broke,Heartbreak,0,209.55383,166.026,4747,https://open.spotify.com/track/6kJT6sSdArQFVhccIFZJY3
1283,My Funny Valentine,Party Songs,2003,266.60526,61.018,2717,https://open.spotify.com/track/5EnYdTx0BWhWM5YDcPkGAa
1284,Hit And Rape (album Version),Politics And Protest,0,131.81342,93.021,1327,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8
1285,I'm In Love,Love,0,333.21751,130.016,7961,https://open.spotify.com/track/5EGwCXSUluyy2GKztGyW2X
1286,Feel So Stupid (table 9),People And Places,2001,197.51138,101.923,4290,https://open.spotify.com/track/78TbzV9AcEHLL3GwJ4LhoN
1287,Les Chaudrons,Party Songs,2007,295.96689,125.47,8138,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
1288,We Can't Win (explicit),Politics And Protest,1995,203.10159,88.064,6766,https://open.spotify.com/track/18OS4GlyQ5NBo1CBypCCGm
1289,"die Fledermaus - Operette In Drei Akten/silvester-einlagen/dein Ist Mein Ganzes Herz (aus Das Land Des Lächelns"")""",Life And Death,0,238.10567,103.929,8471,https://open.spotify.com/track/2nkOCJMSGWEyrTr4MrrKrc
1290,Wahrheit,Life And Death,0,270.73261,150.063,6388,https://open.spotify.com/track/0Gd8J8ub1xeB6OkiOpo1Hk
1291,El Barbero,Heartbreak,0,251.08853,179.665,474,https://open.spotify.com/track/1TOiDnIY8HgPyDLSR08QXq
1292,Long Distance Relationship,Politics And Protest,0,270.21016,135.87,1095,https://open.spotify.com/track/0Yg3zxCsb2OqasfqFVOYft
1293,Captain Fingers,Party Songs,1977,444.81261,128.972,2822,https://open.spotify.com/track/3jCuZWBLwqPrBXiWO7xzoS
1294,So Ist Das Nun Mal,Politics And Protest,1997,395.17995,124.988,6943,https://open.spotify.com/track/2gwsFjFo2kDTNF7PWTvSZc
1295,Ready Now,People And Places,0,239.38567,188.947,41,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
1296,Voodoo Chile,Love,0,502.69995,129.245,1131,https://open.spotify.com/track/4uikWfN7fg90rlREYZBupe
1297,Rainbow Ride,Life And Death,0,285.70077,122.004,3596,https://open.spotify.com/track/2Zea1Mf9ZrkdsiOQ8RG0Hp
1298,Scratchy (takes 1-3 / Bonus Track),Heartbreak,0,732.39465,119.649,3821,https://open.spotify.com/track/5c33j1xFVOL4G24zxYhssB
1299,Grad,Heartbreak,2007,354.79465,98.763,5773,https://open.spotify.com/track/2tDHtRFbq68RLLYv0CtPv8
1300,As You Take A  Walk Through My Mind,Party Songs,0,192.73098,110.595,7644,https://open.spotify.com/track/2VSpIWhhnuX3uff8lev6XX
1301,One Of Our Submarines,Heartbreak,1982,309.57669,130.017,6905,https://open.spotify.com/track/0oSNOJEcBIKNcQzRc5TfyR
1302,Wa-ka-bam!! (intro),Love,0,22.33424,41.985,1625,https://open.spotify.com/track/2IOxEVSfUHjcVfIGZYBK82
1303,Now_ Baby_ Or Never,Heartbreak,0,259.73506,92.215,683,https://open.spotify.com/track/3vslWaSUsWvTH0fC5ddWbv
1304,Le Petit Train (mixé Par Mark Plati),Heartbreak,0,211.01669,150.096,5265,https://open.spotify.com/track/0nDyuRDSaYF0Zf9XHpKFsU
1305,Goodness & Mercy,Party Songs,0,236.56444,165.111,1271,https://open.spotify.com/track/7MvnoFth7lJoGEp05B6RgK
1306,Walking Dub,Life And Death,0,192.15628,161.721,1808,https://open.spotify.com/track/5TqWVCuoXGvtG2Yof0EkDQ
1307,Comin' Tonight,Politics And Protest,2008,209.60608,117.316,3497,https://open.spotify.com/track/2oaK4JLVnmRGIO9ytBE1bt
1308,Chitlins Con Carne,Politics And Protest,1996,235.65016,111.834,1982,https://open.spotify.com/track/292hQrFkBjVmbHRqGVqBta
1309,Motherless Children (remastered Version) (take 2),Heartbreak,0,180.03546,153.765,8662,https://open.spotify.com/track/2dX2phLETbjqZA0D78ms4T
1310,On The Other Hand (remastered Album Version),Heartbreak,0,187.53261,95.781,5460,https://open.spotify.com/track/6oKqszbpq1Bp60HPWp572r
1311,El Te Daba Mala Vida,People And Places,1982,221.23057,133.324,8214,https://open.spotify.com/track/6eFGvG8mkvZJjhPx9wMZGc
1312,Palabras De Amor(en Vivo),Heartbreak,0,169.482,182.922,3629,https://open.spotify.com/track/4ONKV3MuxpulRzCOi4J5nl
1313,Nothing To Lose,Love,2010,260.10077,200.004,6997,https://open.spotify.com/track/5ebDUeXUMFJMfSJGlNwDvW
1314,Juste Une Petite Fille,People And Places,1995,263.67955,89.394,5960,https://open.spotify.com/track/2R1GHE3o4tmJaHonmaTB9R
1315,Let The People Dance,Life And Death,0,180.45342,78.213,952,https://open.spotify.com/track/5n1jpI2TXWRpoL0jFpS9zw
1316,Look Around Featuring Dead Prez And Cheryl Pepsi Riley,People And Places,0,318.56281,93.957,8318,https://open.spotify.com/track/29qnLg2KGze1Joa2NmPwgF
1317,Angel,People And Places,1987,335.33342,76.096,5503,https://open.spotify.com/track/0HQLq1DUWyhMN2gWXBQ89Y
1318,Mi Son Maracaibo,Politics And Protest,0,288.33914,112.067,2796,https://open.spotify.com/track/6o0Z04eNeVc5yamlXg12t5
1319,Don't Lose Control,Politics And Protest,0,258.87302,99.587,6735,https://open.spotify.com/track/2I71wDaiAMFTYf7pSe5VZY
1320,Little Woman,Politics And Protest,0,183.09179,101.713,5104,https://open.spotify.com/track/1OqLnp0ojWvbdM7BiaHx5n
1321,My Bulldog Blues,People And Places,0,167.02649,117.625,5731,https://open.spotify.com/track/5tLlTJt7gWnNJWruLopdXj
1322,Love Can Break Your Heart (lp Version),Heartbreak,0,296.202,109.731,5743,https://open.spotify.com/track/2jDjHw1Oq1IU9KFdx4Set9
1323,Broad Daylight - The Bbc Sessions [top Gear 17/3/69],People And Places,0,197.56363,114.168,3087,https://open.spotify.com/track/4fLnXd56RsWN4ZBtb9TegQ
1324,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,Life And Death,0,185.0771,115.449,3978,https://open.spotify.com/track/5dB00dkUFlruwbxVmdOPSE
1325,Rudolph The Red Nosed Reindeer,People And Places,0,200.75057,134.857,2369,https://open.spotify.com/track/4VHaDSeXRUVI7XIY87RFr7
1326,Snowdrops,Party Songs,2006,356.54485,129.277,6962,https://open.spotify.com/track/1Hfp7OH27wkGb8LaRiUFwk
1327,Sweet Southern Comfort,Politics And Protest,2003,212.89751,147.928,1172,https://open.spotify.com/track/7g7AXhb14sjDE5T47uHPye
1328,Luna De Octubre,Life And Death,0,157.46567,84.273,4378,https://open.spotify.com/track/1MDogqDrStFSO9cdUTUFem
1329,Say Yeah,Life And Death,2005,233.63873,127.876,4151,https://open.spotify.com/track/5Gis3rbXy28VG5WG8hmtZI
1330,Hell Will Reign,People And Places,0,337.24036,94.069,269,https://open.spotify.com/track/4FgbO5HuD8TAToc0qIh49h
1331,The Ferocious O' Flahertys,Heartbreak,0,52.76689,224.471,6424,https://open.spotify.com/track/2hyyA7U1m1pFlZcEyl91jH
1332,Marea De Venus,Heartbreak,0,262.37342,129.047,2877,https://open.spotify.com/track/687lcdFdYFuvyAi76Z2KKG
1333,I Want To Go Home,Love,0,489.482,197.038,3908,https://open.spotify.com/track/4Sfm4fRhC1uex9IdMYC5YQ
1334,Century City Rag,Party Songs,1979,159.05914,162.954,6752,https://open.spotify.com/track/0YHBvFhfCJHyP5qfgtiX1o
1335,Life,Life And Death,0,232.25424,85.746,17,https://open.spotify.com/track/34p2zBOGbgutqWCNuMgwGr
1336,Rock Bottom,Politics And Protest,2006,232.75057,127.974,3377,https://open.spotify.com/track/4dJHDaCxixZPJPwivhOMt1
1337,Love Unlimited (explicit),Politics And Protest,1998,205.66159,94.082,7709,https://open.spotify.com/track/4a4rvSxS5rmXF74eFSu1We
1338,The Sweetest Sounds,Sex,0,180.6624,135.238,6633,https://open.spotify.com/track/0Puly5eAq9Oi9JMLWTLPak
1339,Turbocharger,Heartbreak,0,235.4673,100.009,2200,https://open.spotify.com/track/1MtUq6Wp1eQ8PC6BbPCj8P
1340,America The Beautiful,Life And Death,0,206.91546,83.15,7934,https://open.spotify.com/track/07Qk60lLdTnjEZNroUop8O
1341,Hardly Wait,Heartbreak,2009,180.13995,121.354,4081,https://open.spotify.com/track/4hUmNILy6dkM9L7P731A0w
1342,Tu Hi Tu Sada,Life And Death,0,305.3971,95.889,2725,https://open.spotify.com/track/0VO0OiYCrOBbeFOtYWMiXC
1343,Exogenesis: Symphony Part 1 [overture],Party Songs,0,258.42893,121.071,8197,https://open.spotify.com/track/3SQolM60iJu7BrPtfqfM2F
1344,Computer Love (2009 Digital Remaster),Love,0,399.33342,127.984,1221,https://open.spotify.com/track/5gYqQqqysTNjLCWPJLyP3x
1345,Someone To Hold,Love,0,214.90893,88.897,8493,https://open.spotify.com/track/48b19cNAcIhUguqdHb8lMs
1346,Great Big Problem,Heartbreak,2005,264.07138,162.002,5367,https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux
1347,He Will Lead His Children Home,People And Places,0,162.06322,110.167,611,https://open.spotify.com/track/7JGqyqdzijtJeqVRhADFZd
1348,Air: My Lagan Love,Love,0,166.922,106.542,5696,https://open.spotify.com/track/2NwGO9k0ThYqdQ0pS44IcM
1349,My Heart Is Yearning,Party Songs,1994,143.64689,156.079,341,https://open.spotify.com/track/21p9sjqL6fxXl1cujLDJRN
1350,Tyre,Heartbreak,0,71.99302,97.845,6306,https://open.spotify.com/track/3kG2YgxjYnnPBlo7H08Xt3
1351,Let's Blame The Lightman,Life And Death,1997,189.57016,169.237,4123,https://open.spotify.com/track/30cSNer6TV8x2utjULVeQ5
1352,Son Sabroso,Party Songs,0,270.70649,113.569,1971,https://open.spotify.com/track/5XvUQ5Aw3YtOHgSDNxH9Q2
1353,Master Of The Universe,Heartbreak,2009,212.92363,209.739,172,https://open.spotify.com/track/3odrUVQ9tvRpkC9II2oWzx
1354,Paper Doll,People And Places,0,162.19383,73.979,6471,https://open.spotify.com/track/6b9nD42JSHvmQM7M3oO6kU
1355,Das Telefon Sagt Du,Party Songs,1994,231.10485,124.976,2494,https://open.spotify.com/track/6OPi0rUWmRWJhe1BjeOlJb
1356,Viaje Al Averno,People And Places,1991,169.69098,122.22,4757,https://open.spotify.com/track/14Ny2S4Y0qNypTs1FGaQjI
1357,The Burp Heard 'round The World,Heartbreak,2010,110.52363,84.969,1773,https://open.spotify.com/track/4eyCYr9f90NiHbH3vO4Lu4
1358,Let's Go,Love,0,160.93995,88.745,580,https://open.spotify.com/track/61rsYHYBFNQ8F2AYKaBOPG
1359,Gina,Life And Death,1996,165.40689,147.508,523,https://open.spotify.com/track/2bW4ziUta3td0uSIuJIdIu
1360,Sedona Suite (sunrise/prayer/joy/sunset),Sex,1992,743.36608,134.491,630,https://open.spotify.com/track/4SBqydJCEhcroni09XgT2c
1361,El Mensaje Soy Yo,People And Places,1989,171.10159,115.737,5609,https://open.spotify.com/track/4buwCc108hpNP4HaCWxudH
1362,I Can't Feel You Anymore,People And Places,1994,195.3171,93.312,7977,https://open.spotify.com/track/779PpyAE2reFY9BpVxZsix
1363,"not Homophobic/the Word Is Cock"" (spoken Word) (album Version)""",Politics And Protest,2000,217.10322,105.006,5488,https://open.spotify.com/track/7Mxnz6wHR9uS4uvPD7VKu1
1364,I'll Sweat You (lp Version),Politics And Protest,0,253.41342,90.882,1282,https://open.spotify.com/track/59WN2psjkt1tyaxjspN8fp
1365,Fuel The Fire,Heartbreak,2001,222.27546,160.783,1119,https://open.spotify.com/track/1OmdNh76IqYlffasG89Ud1
1366,Memphis,People And Places,1999,177.71057,180.876,1561,https://open.spotify.com/track/7CUYHcu0RnbOnMz4RuN07w
1367,Emmaus,Party Songs,0,243.80036,101.913,3358,https://open.spotify.com/track/5Jr4hWNH7koy5pFh57DIqu
1368,Sound Clash,People And Places,1996,262.19057,144.067,2460,https://open.spotify.com/track/2M5ndhTi0zOIymTD4Ff1T8
1369,Baby My Love,Love,0,476.9171,132.337,2035,https://open.spotify.com/track/5bIcVAGdof8JGvFKtWlHnD
1370,Vienna,Life And Death,2002,231.07873,124.534,1916,https://open.spotify.com/track/11si0o54CBczQXhuZ19f4D
1371,Selling Jolson A Baseball Team,People And Places,0,586.70975,75.22,2635,https://open.spotify.com/track/3L47F91Cbi4vyLfXlJxrhy
1372,Sete Desejos,Sex,1992,205.87057,144.162,5416,https://open.spotify.com/track/13XHuE00ElL5thSxkaEXxK
1373,He Says The Same Things To Me,People And Places,0,168.48934,89.219,3620,https://open.spotify.com/track/0YQgqnJOTMzFHV4oujvUwh
1374,Mambo Suavecito,Politics And Protest,1993,178.46812,179.587,2180,https://open.spotify.com/track/4MIBtyp0ZiXFVNm4tWTI05
