id,name
1331,Mick Moloney
1332,Max Sedgley
1333,Ms. Dynamite
1334,Laid Back
1335,Mary Black
1336,Les Ogres De Barback
1337,Koffi Olomidé
1338,Charlie Byrd
1339,Tupac
1340,Aphex Twin
1341,Mighty Diamonds
1342,Jaydee
1343,Ricky Martin
1344,Heinz
1345,Frank Chacksfield
1346,The Rolling Stones
1347,Brooke White
1348,Andy
1349,Jatin Sharma
1350,James Darren
1351,The Black Velvet Band
1352,Nybbl
1353,The Police
1354,The Accursed
1355,The Rambos
1356,Riddlin' Kids
1357,Leon Russell
1358,Why?
1359,Smartbomb
1360,Bill Douglas
1361,Art Ensemble Of Chicago
1362,Céline Dion
1363,Joa~o Gilberto
1364,Bimbo Band
1365,F.l.y.
1366,The Grip Weeds
1367,gianandrea Gavazzeni
1368,Dionne Warwick
1369,Seventh Star
1370,G-unit
1371,The Flesh
1372,Omar Epps
1373,Black Eyed Peas
1374,Ross
1375,Jellyfish
1376,Daryl Coley Featuring The New Generation Singers Reunion Choir
1377,Cheo Feliciano
1378,Kostis Maraveyas
1379,Justus
1380,System Of A Down
1381,Charlie Rich
1382,The Knife
1383,Ron Goodwin
1384,Bowen
1385,Remmy Ongala
1386,Jinx
1387,Tiny Bradshaw
1388,Big Joe Turner
1389,Winston Reedy
1390,Albert Ayler
1391,Michael Jackson
1392,Commander Cody And His Lost Planet Airman
1393,Saafir
1394,Satan's Host
1395,Janis Joplin
1396,Tigerstyle
1397,Our Time Down Here
1398,Talking Heads
1399,I Wayne
1400,Jean Marc Thibault
1401,Nazz
1402,Francisco Céspedes
1403,John Legend [feat. Buju Banton]
1404,Faking David
1405,Plump Djs
1406,Jean Fauque
1407,Ike And Tina Turner
1408,Wordsworth Feat. Adanita Ross
1409,Emotion Code
1410,Enthroned
1411,Daniel Bellqvist
1412,Ray Boltz
1413,Big Star
1414,Barry Mann
1415,Herman’s Hermits
1416,Iona Brown
1417,Esther Williams
1418,Marc Shaiman
1419,Pete Philly
1420,Richard Bonynge
1421,Elton Britt
1422,Avril - Remix By Ana Rago
1423,Cat Stevens
1424,Caspian
1425,Angels
1426,Nwa
1427,Richard Thompson
1428,The Proclaimers
1429,Lulu
1430,The Everly Brothers
1431,For Squirrels
1432,Vuneny
1433,Stephen Warbeck
1434,Pliers
1435,Laron Aka Swan Featuring Alexander East
1436,Nightfall
1437,Diamond Rexx
1438,Take It Back!
1439,Neeme Järvi
1440,Kapelle Herrenweide
1441,Dion
1442,Terry Dexter
1443,Geiom Ft. Marita
1444,The Waybacks
1445,Deepest Blue
1446,Stew
1447,Emperor
1448,Max Stalling
1449,Midge Ure
1450,Tranzas
1451,Groundhogs
1452,Swami Featuring Asuivre
1453,Martin Sexton
1454,Bénabar
1455,Korn
1456,Antimatter
1457,Tony Martin
1458,Jeff
1459,Fredi
1460,George Huff
1461,renato Ercolani
1462,helio Delmiro
1463,Sheri Easter
1464,Art Blakey's Jazz Messengers
1465,John Taylor
1466,Showbread
1467,Aram Shelton
1468,Bible Black
1469,Micachu
1470,Led Zeppelin
1471,Indeep
1472,Don Gibson
1473,Thomas Battenstein
1474,Amil
1475,Dark Party
1476,Doniki
1477,Bloc Party
1478,Platters
1479,The Berzerker
1480,Móveis Coloniais De Acaju
1481,Bobby Pulido
1482,Angélla Christie
1483,Paul Glazby
1484,Pinchers
1485,T-bone
1486,Willie Rosario
1487,John D. Loudermilk
1488,Nancy Walker
1489,Hot Club Of Cowtown
1490,Bandido
1491,Labi Siffre
1492,Vincent Baguian
1493,Grace Jones
1494,Toots And The Maytals
1495,Reni
1496,Manuel
1497,Bedwetters
1498,Boogie Pimps
1499,New Philharmonia Orchestra
1500,David Hudson
1501,Ice Cube
1502,Scott Weiland
1503,Supertalented
1504,Themselves
1505,Nick Cave And The Bad Seeds
1506,Jeff Beck Group
1507,The Starting Line
1508,Charanga De La 4
1509,Elvis Costello And The Imposters
1510,Herbst9
1511,Missy Elliott
1512,Herbert Von Karajan And Turin Rai Symphony Orchestra
1513,The Academy Of St. Martin In The Fields
1514,Horace Andy
1515,Rui Da Silva
1516,Enter The Haggis
1517,Dj Nasty
1518,Timo Maas
1519,Wilks Featuring Pee Wee Ellis
1520,Minipop
1521,John Mauceri
1522,Lou Busch
1523,Carl Smith
1524,Jericho
1525,Shirley Ellis
1526,Äi-tiem
1527,Tin Hat Trio
1528,Dezz White
1529,Rocky Hill
1530,Radio Birdman
1531,Willie Isz
1532,Melatonin
1533,The Party Group
1534,Krs-one
1535,The Tokens
1536,Jo-el Sonnier
1537,John Wesley Ryles
1538,Stellar Kart
1539,Simply Red
1540,Big Boy
1541,Jackie Wilson
1542,Jaguar
1543,Wes King
1544,Steve Vai
1545,Story Of The Year
1546,S.u.p
1547,Barrio Obrero
1548,Ruffneck
1549,Jaci Velasquez
1550,Paul Horn
1551,Commander Cody
1552,Samy Deluxe
1553,Nocturnal
1554,Ras Michael And The Sons Of Negus
1555,Bessie Smith
1556,Static-x
1557,El Presidente
1558,Them
1559,Mista
1560,Jim Reeves
1561,Dixieland Jug Blowers
1562,Eleanor Mcevoy
1563,The Fool's Nose
1564,The Chi-lites
1565,Captain Hollywood Project
1566,Gene Pitney
1567,Bob Dylan
1568,Deitrick Haddon
1569,Tracy Byrd
1570,Los Lobos
1571,Chris Rea
1572,John And The Bluesbreakers Mayall
1573,Righteous Brothers
1574,Robert Palmer
1575,Tim Exile
1576,Fred Simon
1577,Martina Mcbride
1578,Spencer Davis Group
1579,Elliott Smith
1580,The Roots
1581,Axe
1582,The Streets
1583,Cirrus
1584,Owen And Leon
1585,Singing Melody Feat. Robyn
1586,Markus
1587,Orquesta Sinfónica De Madrid
1588,giulio Mauri
1589,Boogie Pimps Feat. Steve Brookstein
1590,Ben E. King
1591,Deee-lite
1592,Hatiras
1593,Archie Bleyer
1594,Dédé Saint-prix
1595,Mohammed Rafi
1596,Babylon Disco
1597,The Mothers Of Invention
1598,Izzy
1599,Kako
1600,James Carr
1601,Baggy Trousers
1602,Arthur Conley
1603,The Decemberists
1604,Erkki Junkkarinen
1605,Percy Faith
1606,Bodeans
1607,Serge Desaunay
1608,Flor Silvestre
1609,Mdo
1610,The Almost
1611,Jesus Jones
1612,T.o.k.
1613,Hardnox
1614,Howard Armstrong
1615,Babbie Mason
1616,Pakatak
1617,Daddy Yankee
1618,The Roches
1619,Sukhwinder Singh
1620,Clarence Profit
1621,Roger Miller
1622,N.u.n.e.
1623,Mike Berry And The Outlaws
1624,Andy Williams
1625,Duffy
1626,Wayne Smith
1627,Cheap Trick
1628,The Jeff Healey Band
1629,Dj Primo
1630,Roger Mcguinn
1631,Dj Envy
1632,Colombiafrica - The Mystic Orchestra
1633,Southside Johnny Lyon
1634,Willy
1635,The Balustrade Ensemble
1636,Kuba
1637,Günter Noris
1638,Gob
1639,Les Brown
1640,The Box Tops
1641,Isabel Pantoja
1642,Khold
1643,Plaza
1644,eugenio Fernandi
1645,Eddie Boyd
1646,Paul Stanley
1647,Lil Mz. 313 Featuring Dj Rashad
1648,Nikki Fletcher
1649,Refractory
1650,Ned Miller
1651,Unwritten Law
1652,Gym Class Heroes
1653,Josh Mullins
1654,Deepface
1655,The Nightraver
1656,Precious Bryant
1657,Aesop Rock
1658,Goose
1659,Rev. Timothy Wright
1660,Kenny Rogers
1661,Electric O
1662,Mack And Jamie
1663,Chanta Vielma
1664,Jim Chappell
1665,Tsar
1666,Workhorse
1667,John Debney
1668,Slick Rick
1669,Richard Smith
1670,Mia
1671,Boards Of Canada
1672,City High
1673,The Johnny Otis Orchestra
1674,All Leather
1675,Dark Shadows
1676,Gall
1677,Gran Coquivacoa
1678,Helen Hobson
1679,Liz Phair
1680,Alberto Cortez
1681,Brainchoke
1682,Andrae Crouch
1683,Stephen Fretwell
1684,Los Jaigüey
1685,Tommy Castro
1686,Grimm
1687,Perrette Souplex
1688,Patti Smith Group
1689,Vandellas
1690,Kashief Lindo
1691,5th Ward Boyz
1692,Grandmaster Flash And The Furious Five
1693,Yung Joc
1694,Burt Bacharach
1695,Barry Goldberg
1696,Bruce Rowland
1697,Lifer
1698,Parachute Band
1699,Organ Donors
1700,Cult Jam (featuring Full Force)
1701,C-side
1702,Cassidy Featuring Swizz Beatz
1703,Mac Dre
1704,Rancid
1705,Pixies
1706,The Wailers
1707,Marcel Carpentier
1708,Count Ossie
1709,Jay-z
1710,Jennyanykind
1711,Kati
1712,Arctic Monkeys
1713,Lorna
1714,The Moody Blues
1715,Youves
1716,The Chico Hamilton Quintet With Fred Katz
1717,Darden Smith
1718,Black Tambourine
1719,Mr Lab!
1720,The Rapture
1721,Nana Caymmi
1722,Daryl Hall
1723,Irma Thomas
1724,Dax Riggs
1725,ettore Bastianini
1726,Hélio Ziskind
1727,At All Cost
1728,Zombina
1729,Deathstar
1730,Eric B.
1731,Melt Banana
1732,Darwin's Waiting Room
1733,Jack Johnson
1734,Katie Armiger
1735,Carl Doy
1736,Liars
1737,Flanders And Swann
1738,Paquito Guzman
1739,Tom Petty And The Heartbreakers
1740,Jo Privat
1741,Danny Elfman
1742,Pascal Sangla
1743,Chris Standring
1744,Billy May
1745,Steinwolke
1746,Louis Prima And Keely Smith
1747,Don Francisco
1748,P. Diddy
1749,Buffy Sainte-marie
1750,Chairmen Of The Board
1751,Hollywood Studio Symphony
1752,Leonard Cohen
1753,Evergreen Terrace
1754,Jessica Simpson
1755,Slightly Stoopid
1756,Sheek Louch
1757,Damita Jo
1758,John Lennon
1759,Stephen Pearcy
1760,Musical Youth
1761,Joan Sutherland
1762,Wyclef Jean Featuring Butch Cassidy And Sharissa
1763,The Mamou Playboys
1764,Firehouse
1765,El Poder Del Norte
1766,Jd
1767,Guitar Slim
1768,Frank Wilson
1769,Ronny Eriksson
1770,Robin Frederick
1771,Beatnuts With Lil' Donny
1772,Christos Dantis
1773,Drop Dead
1774,No Artist
1775,Dj Dips
1776,Cowboy Mouth
1777,Anne Dudley
1778,Sam Cooke
1779,Eve
1780,Nelson Ned
1781,André Blot
1782,Henry Mancini
1783,Inspiral Carpets
1784,A Perfect Murder
1785,Fabolous
1786,Russell Malone
1787,Morton Gould
1788,Jimmy Jones
1789,Scott Walker
1790,Red I Flight
1791,Lara Fabian
1792,Paul Brown
1793,Blue Rodeo
1794,The Flies
1795,Bruno Sanfilippo
1796,Kalimba
1797,Gloria
1798,Open Hand
1799,The Teenagers Featuring Frankie Lymon
1800,Cristy Lane
1801,Room 5
1802,The Walker Brothers
1803,T.g.sheppard
1804,Slum Village
1805,2raumwohnung
1806,Memphis La Blusera
1807,Johnny Osbourne
1808,Soul Embraced
1809,Life Long Tragedy
1810,Def Leppard
1811,Ramses
1812,Low Millions
1813,Charly Garcia
1814,Sylvia Patricia
1815,Smokin' Joe Kubek
1816,Julissa
1817,Hushabye Baby
1818,Flickerstick
1819,Afrojack
1820,Hector
1821,Paul Young
1822,Busdriver
1823,Maysa
1824,Tito Puente
1825,Nina Simone
1826,Mago De Oz
1827,The Cramps
1828,Pumpkin Buzzard
1829,Dj Harry
1830,Shapeshifters
1831,Migraine
1832,Cal Tjader
1833,Kitaro
1834,Small Faces
1835,Sweet
1836,Martriden
1837,Hal Russell
1838,Aretha Franklin
1839,Russ Taff
1840,Richard Galliano
1841,X-tv
1842,Terminal 11 Feat. B.b0nd
1843,Richard Walters
1844,Michal
1845,national Philharmonic Orchestra
1846,Jimmy Mccracklin
1847,Gza
1848,Chet Atkins
1849,Robin Fox
1850,Smokey Robinson And The Miracles
1851,Beyoncé
1852,Mistress
1853,"jay ""screamin"" Hawkins"
1854,Trafik
1855,Doves
1856,Entre Ríos
1857,Beth Nielsen Chapman
1858,Abraham Laboriel
1859,Ian Moore
1860,Red Stick Ramblers
1861,Dj Guy
1862,Mulberry Lane
1863,Michelle
1864,H-town
1865,Whitney Houston
1866,Edith Lefel
1867,david Phelps
1868,Chris Eaton
1869,Juliette
1870,Clannad
1871,Wednesday 13
1872,Patric C
1873,Eno
1874,Edu Lobo
1875,Tony Bennett
1876,Leon Berry
1877,Guy Clark
1878,Sounds Of Blackness
1879,Police
1880,Mark Dinning
1881,The Fever
1882,Sugar Minott
1883,Atari Teenage Riot
1884,Albin Myers
1885,Torcuato Mariano
1886,D.a.r.
1887,Sylver
1888,Glasvegas
1889,Pj Proby
1890,Electribe 101
1891,Pride Tiger
1892,Tommy Torres
1893,Daniel Paul
1894,Double T
1895,Deckard
1896,Saigon Kick
1897,Nicole Mullen
1898,Laura Branigan
1899,Funkadelic
1900,Doors
1901,Dj X-change Featuring Dj Omega
1902,Jimmie Vaughan
1903,Nickelback
1904,C.j. Chenier
1905,Skrape
1906,Timbalada
1907,Mylon Lefevre
1908,Ng3
1909,Dinah Washington
1910,Catherine King
1911,Elena
1912,Charlie Walker
1913,The Russell Family
1914,Sven Scholander
1915,Carl Cox Vs Yousef
1916,Jeff Danna
1917,Class Action
1918,Beres Hammond
1919,Percy Mayfield
1920,Pulp
1921,Jacob Young
1922,Aerosmith
1923,Máire Brennan
1924,Machine
1925,Roger Clyne
1926,The Scorchers
1927,Crowbar
1928,Word
1929,The Suicide Machines
1930,Messy Marv Featuring Clover Geez
1931,Soft Cell
1932,Désolé
1933,The Temper Trap
1934,Dokken
1935,Carlos Vives
1936,The Tall Grass
1937,House Of Pain
1938,Yellowcard
1939,Freddie King
1940,Roj
1941,Bad Azz
1942,Junior Reid
1943,Converge
1944,Cookie Crew
1945,Enuff Z 'nuff
1946,Kirk Franklin
1947,Crosby Stills Nash
1948,Lenn Hammond
1949,Lupe Fiasco
1950,The Shamen
1951,Stern
1952,Ian Campbell Folk Group
1953,Marimba Alma De Chiapas De Juan Palacios
1954,All Time Low
1955,Rusted Shut
1956,Shangri Las
1957,Mxpx
1958,8ball
1959,Inhume
1960,James Carter
1961,Daath
1962,Freedom
1963,Fred Locks
1964,Lockwood
1965,Inner City
1966,Virgil Moorefield
1967,Pariah
1968,I Hate Sally
1969,Junior Jack
1970,Gabriel Grossi
1971,3 Of Hearts
1972,Five Blind Boys Of Alabama
1973,The Jeremy Spencer Band
1974,Ellay Khule
1975,The Germs
1976,Nick Cave And The Bad seeds
1977,Nadine Renee
1978,A-mei
1979,Kieran
1980,Norrie Paramor
1981,Geto Boys
1982,Los Manolos
1983,R D Burman
1984,Dean Elliott And His Big Band
1985,Fabolous Sport
1986,Michael White
1987,Birdapres
1988,stockholm Chamber Choir
1989,Scott Wesley Brown
1990,Las Ketchup
1991,Chris
1992,Martin Denny
1993,Charly García
1994,John Hiatt
1995,Frank Stokes
1996,Grinderman
1997,Adrenalin O.d.
1998,Huey Dunbar
1999,Mystic Revelation Of Rastafari
2000,The Knightsbridge Strings
2001,Chalk Farm
2002,Buffalo Nickel Band
2003,Lloyd Banks & Tony Yayo
2004,The Ataris
2005,Herman Düne
2006,West Street Mob
2007,Richie Havens
2008,Jarvis Cocker
2009,Ghetto Mafia
2010,Jimi Hendrix
2011,Margaret Smith
2012,Liam O'flynn
2013,Floor
2014,Dj Dlg Feat. Mc Flipside
2015,Buddy Jewell
2016,089 Clique Feat. Minnesota Snipe
2017,Country Joe And The Fish
2018,Tony Danza Tap Dance Extravaganza
2019,Ray Davies
2020,Vinylbase
2021,Candi Staton
2022,Kali
2023,Dub Pistols Feat. Tk
2024,Atman
2025,Fire
2026,Dame Joan Sutherland
2027,Les Hou-lops
2028,Silkie Ft. Harry Craze
2029,Fulanito
2030,Tommy Sands
2031,Alex Fong
2032,France D'amour
2033,Patrick Saint-eloi
2034,Jk
2035,The Lord Weird Slough Feg
2036,Beastie Boys
2037,His Latin Soul Brothers
2038,Les Sexareenos
2039,Beenie Man
2040,Loop Guru
2041,Streetwize
2042,Claude François
2043,Robert Wyatt
2044,Shy Fx
2045,Coraleena Ellis
2046,Fastway
2047,The Sunshine Girls
2048,Borialis
2049,2 Minutos
2050,Anu Malik
2051,Arthur Russell
2052,Florida Boys
2053,Perrey And Kingsley
2054,Cinder
2055,Fleet Foxes
2056,Bonzo Dog Doo-dah Band
2057,Lil Boosie
2058,Riccardo Frizza
2059,Robert Plant
2060,Tabu Feat. Mitzib
2061,The Mamas And The Papas
2062,Love And Rockets
2063,Isabelle Adjani
2064,Symphony In Peril
2065,Biddu
2066,Giovanni Maier
2067,Tom Barabas
2068,Brenda Lee
2069,Super Furry Animals
2070,Jackie Edwards
2071,Mercedes Castro
2072,Bnois King
2073,Yvette Horner
2074,Ismael Dueñas
2075,Jack Johnson And Friends
2076,Carol City Cartel
2077,A Challenge Of Honour
2078,Chris Anderson
2079,Tijuana Hercules
2080,giuseppe Nessi
2081,The Game Feat. Jim Jones Camron
2082,Mario Garcia
2083,Jean-michel Rotin
2084,The Mustangs
2085,The Robert Cray Band
2086,Kathy Troccoli
2087,Patti Smith
2088,Dinosaur Jr.
2089,Lloyd Price
2090,Buddy Holly
2091,The Baby Sitters
2092,Shanadoo
2093,Asha Puthli
2094,Tulipunaruusut
2095,Jerry Lewis
2096,Inoki
2097,Monty
2098,Raze
2099,Gerald Clayton
2100,The Americans
2101,The Field Mice
2102,Tyrone Wells
2103,Chelsea
2104,Leland Martin
2105,Twinkle Twinkle Little Rock Star
2106,Sara Melson
2107,Magnatune Compilation
2108,In Extremo
2109,4 Skins
2110,Maria Forde
2111,The Wes Montgomery Trio
2112,Information Society
2113,Taktlo$$
2114,Bruisers
2115,Black Debbath
2116,Electrostatic
2117,Crucial Conflict
2118,Buju Banton
2119,Doug Sahm Tex Mex Trip
2120,The Strokes
2121,The Blind Boys Of Alabama
2122,Ultra X
2123,Marcel Mouloudji
2124,Lonnie Brooks
2125,Dons
2126,Richard Lloyd
2127,Orthrelm
2128,The Antripodean Collective
2129,Headliners
2130,Gabinete Caligari
2131,Israel
2132,Matt Costa
2133,The Sugarhill Gang
2134,Sammi Cheng
2135,Barrabas
2136,The Zebras
2137,Angela Dimitriou
2138,Dame Edna Everage With Carl Davis Conducting The London Symphony Orchestra And The New Antipodean Singers
2139,Doc Pomus
2140,Milo
2141,Bob Cheevers
2142,Neguito Borjas
2143,Buddy Johnson
2144,Sueño Latino
2145,Frederick Knight
2146,Deborahe Glasgow
2147,Oliviero De Fabritiis
2148,Namatjira
2149,Sonora Santanera
2150,The Drifters
2151,Alice Cooper
2152,ghost Of Christmas Present
2153,Billie Holiday
2154,Concretes
2155,Grandpa Jones
2156,Diana Ross And The Supremes
2157,Dilated Peoples Featuring Capleton
2158,Soundgarden
2159,Gnarls Barkley
2160,Passion
2161,The John Buzon Trio
2162,The Last
2163,Epmd
2164,Jimmy Hughes
2165,Bravehearts Featuring Nas And Jully Black
2166,John Martyn
2167,Roots Manuva
2168,Carl Perkins
2169,Tweet
2170,Kyle Minogue
2171,Mick Hucknall
2172,Moving Ninja
2173,Doobie Brothers
2174,Françoise Hardy - Maurane
2175,Long John Hunter
2176,Les Witches
2177,Alice Stuart
2178,Mickey And The Students
2179,Outkast Featuring George Clinton
2180,Henri Pousseur
2181,Zombiesuckers
2182,Zaïko Langa Langa
2183,Mario Piu'
2184,Alain-françois
2185,Pietari Inkinen
2186,Mudhoney
2187,Adrenaline
2188,Soular
2189,Esion Jim
2190,Luna Orbit Project
2191,Delbert Mcclinton
2192,Barenaked Ladies
2193,Charles Aznavour
2194,Kathleen Madigan
2195,Christoper Titus
2196,Sly Dunbar
2197,Geiom Feat. Marita
2198,Theodis Ealey
2199,Eko Fresh Feat. Summer Cem
2200,Kalibas
2201,David Rose
2202,Randy Newman
2203,Beausoleil
2204,Van Morrison
2205,Neil Young
2206,Sundial Aeon
2207,Eko Fresh Feat. Ado
2208,Moving Cloud
2209,Tonic
2210,Ian Dury
2211,Qbo
2212,Pyrolator
2213,Tum Tum [dj Drop Mix]
2214,Madonna
2215,Arif Lohar
2216,Scott Ainslie
2217,Billie Ray Martin Feat. Ann Peebles
2218,Dub Pistols Feat. Lindy Layton
2219,Julien Clerc
2220,Bröderna Djup
2221,Bobby Darin
2222,The Cars
2223,Zuma
2224,Gathering
2225,Edwin Starr
2226,V. Gagarina & N
2227,coro E Orchestra Del Teatro Alla Scala_ Milano
2228,The Brooklyn Tabernacle Choir
2229,Vincenzo
2230,The Spencer Davis Group
2231,Various Production
2232,Bob Marley And The Wailers
2233,Smash Palace
2234,Rebecca Lynn Howard
2235,Ol' Dirty Bastard
2236,Jongo Trio
2237,Alex
2238,Mikey Dread
2239,Sivuca
2240,X
2241,Sigmatropic
2242,Saga
2243,Jean Carignan
2244,Ben Harper And The Blind Boys Of Alabama
2245,Weedeater
2246,Jeff And Sheri Easter
2247,The Bongo Man
2248,Brokencyde
2249,Sleepy John Estes
2250,If I Could Turn Back Time
2251,Kim English
2252,Ronettes
2253,Johnny Otis
2254,Computer Paul
2255,G.g. Allin
2256,Who Made Who
2257,Annie Lennox
2258,Dave Matthews Band
2259,Broadcast
2260,Gene Autry
2261,Bob Willis
2262,Slim Whitman
2263,Silverchair
2264,Faithless
2265,Adolph Hofner
2266,Chorus Line
2267,Stefano Battaglia
2268,Nacho Chapado Feat. Stephen Massa
2269,Total Fucking Destruction
2270,Mouth Of The Architect
2271,Pearl Jam
2272,Glad
2273,Beogradski Sindikat
2274,The Beautiful South
2275,Arne Weise
2276,Kd Lang
2277,Gene Chandler
2278,Rubyhorse
2279,Disco D Feat. Lola Damone
2280,Dhamika
2281,The Pineapple Thief
2282,Glen Ricks
2283,The Marx Brothers
2284,Anthony Johnson
2285,Rise Against
2286,Sam And Dave
2287,Vic Chou
2288,The Oh Sees
2289,The Mighty Flyers
2290,Paula Santoro
2291,Julie Roberts
2292,Siouxsie
2293,thomas Lehrberger
2294,Moist
2295,Angelica Maria
2296,Merrilee And The Turnabouts
2297,Morgion
2298,Obie Bermudez
2299,Bert Kaempfert
2300,Pretty Boy Floyd
2301,Hi-tack
2302,Big Jay Oakerson
2303,Aurlus Mabélé
2304,Lighthouse Family
2305,King Swamp
2306,Steve Azar
2307,Elvira
2308,Dyme
2309,Ellen Mcilwaine
2310,Dyango
2311,Kate Maki
2312,32 Leaves
2313,P.o.d
2314,Pelle Carlberg
2315,Sonora Carruseles
2316,Mungo Jerry
2317,Len Barry
2318,Funeral For A Friend
2319,Ray Price
2320,Etta James
2321,Suburbs
2322,Bing Crosby
2323,L.a. Guns
2324,First Blood
2325,The Velvet Underground And Nico
2326,Barley Bree
2327,Midnight Fish
2328,Manjul
2329,Emilio Tuero
2330,Dabbler
2331,Benny Spellman
2332,Silent Stream Of Godless Elegy
2333,Rockin' Dopsie
2334,Ramesses
2335,Css
2336,Birmingham Jubilee Singers
2337,Outerspace
2338,Jo Charrier
2339,Jimmy Witherspoon
2340,Triana Pura
2341,Mal De Ojo
2342,Koffi Olomide
2343,Josh Turner
2344,Owsley
2345,Remy
2346,Prince
2347,S. Krassovsky
2348,Cassius Clay
2349,Gary Numan
2350,Sasha
2351,Mars Ill
2352,Vixen
2353,Lextrical
2354,Derek Bailey
2355,María Elena Walsh
2356,Dictafone
2357,Smiley
2358,Robert Johnson
2359,Norther
2360,Joanna Connor
2361,La Portuaria
2362,Marcie Blane
2363,Tullycraft
2364,Howie Day
2365,Brian Keane
2366,Alturas
2367,Spok Frevo Orquestra
2368,Cargo Cult
2369,Frederik
2370,Los Titanes
2371,Cardenales Del Exito
2372,Naturally 7
2373,Sonny Stitt
2374,Bt
2375,Pucho
2376,Robben Ford
2377,Los Del Rio
2378,Cavo
2379,The Jam
2380,Gloria Lasso
2381,Novembre
2382,Six Brown Brothers
2383,Anna Meliti
2384,Vonray
2385,Naseebo Lal
2386,George Kranz
2387,Dendemann
2388,Loose Joints
2389,Ketty Db
2390,Très
2391,Crematorium
2392,Sister Rosetta Tharpe
2393,Jawoll
2394,Jope Ruonansuu
2395,Basement Jaxx
2396,Sade
2397,Speech
2398,Sophie B. Hawkins
2399,Colin James
2400,Gonzalo Rubalcaba
2401,Jaguares
2402,Royal S
2403,Oak Ridge Boys
2404,Jimmy Page
2405,The Forms
2406,Sue Thompson
2407,Peret
2408,Tim Hardin
2409,Phuture
2410,Illya Kuryaki And The Valderramas
2411,Off Broadway
2412,Bill
2413,The Stranglers
2414,Skeletonwitch
2415,Masta Ace Incorporated
2416,Zbigniew Preisner
2417,Claus Ogerman
2418,Spliff
2419,Four Tops
2420,Caballo Dorado
2421,Fastball
2422,Dungeon Family
2423,Kinks
2424,David Taylor
2425,Robbie Williams
2426,Göteborgs Symfoniker
2427,Jackson Five
2428,International Chamber Soloists
2429,Kiprich
2430,Paul Simon
2431,Unkle Bob
2432,Three-6 Mafia
2433,Ed Ames
2434,Jean-claude Darnal
2435,Head Horny's
2436,Lexie Mountain Boys
2437,Zo2
2438,Frank Vignola
2439,Tony Tuff
2440,Eric Champion
2441,The Cookies
2442,Spoonie Gee
2443,Béla Fleck
2444,Stickboy
2445,Gösta Ekman
2446,Malkit Singh
2447,Mitch Ryder
2448,Blackalicious
2449,Skeeter Davis
2450,Otis Taylor
2451,Through The Eyes Of The Dead
2452,Modern Lovers
2453,Janie Fricke
2454,Fleetwood Mac
2455,Swallow The Sun
2456,Brent Lamb
2457,John Williams
2458,George Dalaras
2459,Goatwhore
2460,Charley Pride
2461,Ned Nash Orchestra
2462,Neil Innes
2463,Dream Warriors
2464,Home Town Hero
2465,This Moment
2466,Kylie Minogue
2467,Sinead O’connor
2468,Freekey Zeekey
2469,Betika
2470,Brian & Tony Gold
2471,The Gumbo Lickers
2472,Cotton Candy
2473,The Cannanes
2474,Lore
2475,Fania All Stars
2476,Rick Astley
2477,Sofia Karlsson
2478,Ziggy Marley And The Melody Makers
2479,Kiril Valeri
2480,Brixx
2481,M83
2482,Arrested Development
2483,The Communards
2484,Saosin
2485,Statues
2486,Sheila Walsh
2487,Cool For August
2488,Pursuit Of Happiness
2489,Stage Mccloud
2490,Monique Garnett
2491,Savoy Brown
2492,The All-american Rejects
2493,808 State
2494,U2
2495,Philippe Eidel
2496,Harry Choates
2497,Scheich
2498,Kane
2499,Louisa Mark Feat. Kevin Henry
2500,Mike Jones (featuring Cj
2501,Steve Chou
2502,Opals
2503,Jay Z
2504,Jimmy Wakely
2505,Billy Murray
2506,Joni Mitchell
2507,Rufus Featuring Chaka Khan
2508,Frenchy
2509,Tim Mcgraw
2510,William Goldstein
2511,Gwen Mcrae
2512,Dudley Moore And Peter Cook
2513,Free
2514,Thrilla U
2515,Rincon Morales
2516,Christie Hennessy
2517,Jah Cure
2518,Domna Kountouri
2519,Hank Williams
2520,Van Gelder
2521,Jack Orsen
2522,Soul Asylum
2523,Souls Of Mischief
2524,Tilman Sillescu
2525,The Voidoids
2526,Mike And The Mechanics
2527,The Shamrock Singers
2528,Gus Cannon
2529,Harvey Averne
2530,Taya Wooden
2531,Baby Bash
2532,The Cufflinks
2533,Leningrad Cowboys
2534,Nazca Peru
2535,Mystic Rhythms Band
2536,Fontella Bass
2537,Creedence Clearwater Revisited
2538,You Should Go Ahead
2539,Neema
2540,Gloria Gaither
2541,New Breed
2542,Leon Lai
2543,Christos Kedras
2544,The Stooges
2545,Gary Nichols
2546,Widespread Bloodshed
2547,Suzi Quatro
2548,12 Gauge
2549,Mr. Kilombo
2550,Wolfchant
2551,Carpenters
2552,Timo Maas Featuring Mc Chikaboo
2553,Buffalo Springfield
2554,Pepe Romero
2555,Andraé Crouch
2556,React
2557,Nancy Sinatra And Lee Hazlewood
2558,Pescado Rabioso
2559,Tito Rodriguez
2560,Joe Graves
2561,The Licks
2562,Ishkan
2563,Fatman Scoop Featuring The Crooklyn Clan
2564,Bruce Carroll
2565,2-gether Feat. Sarinah
2566,Chico Cesar
2567,Curtis Mayfield
2568,Theodor Zox
2569,The Rodeo
2570,John Stewart
2571,Gloriana
2572,Vickie Winans
2573,Angélica María
2574,Leo Gandelman
2575,The Irish Tenors
